
timestamp,Unicode,score
Sat Jan  2 20:34:32 2021,1F612,528156610
Sat Jan  2 20:34:32 2021,1F618,524252173
Sat Jan  2 23:32:37 2021,1F602,3122785810
Sat Jan  2 23:32:37 2021,2764,1561191507
Sat Jan  2 23:32:37 2021,1F62D,1112629845
Sat Jan  2 23:32:37 2021,1F60D,1108865706
Sat Jan  2 23:32:37 2021,267B,968630314
Sat Jan  2 23:32:37 2021,2665,802500195
Sat Jan  2 23:32:37 2021,1F60A,706844463
Sat Jan  2 23:32:37 2021,1F495,543690693
Sat Jan  2 23:32:37 2021,1F612,528157101
Sat Jan  2 23:32:37 2021,1F618,524252980
timestamp,Unicode,score
Sat Jan  2 23:49:47 2021,1F602,3122973741
Sat Jan  2 23:49:47 2021,2764,1561297654
Sat Jan  2 23:49:47 2021,1F62D,1112740979
Sat Jan  2 23:49:47 2021,1F60D,1108919825
Sat Jan  2 23:49:47 2021,267B,968631182
Sat Jan  2 23:49:47 2021,2665,802521271
Sat Jan  2 23:49:47 2021,1F60A,706870482
Sat Jan  2 23:49:47 2021,1F495,543706836
Sat Jan  2 23:49:47 2021,1F612,528168465
Sat Jan  2 23:49:47 2021,1F618,524272785
Sat Jan  2 23:59:47 2021,1F602,3122982045
Sat Jan  2 23:59:47 2021,2764,1561302977
Sat Jan  2 23:59:47 2021,1F62D,1112746412
Sat Jan  2 23:59:47 2021,1F60D,1108922536
Sat Jan  2 23:59:47 2021,267B,968631213
Sat Jan  2 23:59:47 2021,2665,802522296
Sat Jan  2 23:59:47 2021,1F60A,706871705
Sat Jan  2 23:59:47 2021,1F495,543707670
Sat Jan  2 23:59:47 2021,1F612,528168977
Sat Jan  2 23:59:47 2021,1F618,524273710
Sun Jan  3 10:46:21 2021,1F602,3122985439
Sun Jan  3 10:46:21 2021,2764,1561305111
Sun Jan  3 10:46:21 2021,1F62D,1112749357
Sun Jan  3 10:46:21 2021,1F60D,1108923583
Sun Jan  3 10:46:21 2021,267B,968631233
Sun Jan  3 10:46:21 2021,2665,802522652
Sun Jan  3 10:46:21 2021,1F60A,706872334
Sun Jan  3 10:46:21 2021,1F495,543708058
Sun Jan  3 10:46:21 2021,1F612,528169264
Sun Jan  3 10:46:21 2021,1F618,524274130
Sun Jan  3 10:56:22 2021,1F602,3122992155
Sun Jan  3 10:56:22 2021,2764,1561308820
Sun Jan  3 10:56:22 2021,1F62D,1112754732
Sun Jan  3 10:56:22 2021,1F60D,1108925307
Sun Jan  3 10:56:22 2021,267B,968631281
Sun Jan  3 10:56:22 2021,2665,802523437
Sun Jan  3 10:56:22 2021,1F60A,706873766
Sun Jan  3 10:56:22 2021,1F495,543708614
Sun Jan  3 10:56:22 2021,1F612,528169713
Sun Jan  3 10:56:22 2021,1F618,524275058
Sun Jan  3 11:06:22 2021,1F602,3122998991
Sun Jan  3 11:06:22 2021,2764,1561312631
Sun Jan  3 11:06:22 2021,1F62D,1112760079
Sun Jan  3 11:06:22 2021,1F60D,1108927145
Sun Jan  3 11:06:22 2021,267B,968631330
Sun Jan  3 11:06:22 2021,2665,802524185
Sun Jan  3 11:06:22 2021,1F60A,706875174
Sun Jan  3 11:06:22 2021,1F495,543709210
Sun Jan  3 11:06:22 2021,1F612,528170124
Sun Jan  3 11:06:22 2021,1F618,524276044
Sun Jan  3 11:16:23 2021,1F602,3123005875
Sun Jan  3 11:16:23 2021,2764,1561316557
Sun Jan  3 11:16:23 2021,1F62D,1112765444
Sun Jan  3 11:16:23 2021,1F60D,1108929014
Sun Jan  3 11:16:23 2021,267B,968631369
Sun Jan  3 11:16:23 2021,2665,802524961
Sun Jan  3 11:16:23 2021,1F60A,706876594
Sun Jan  3 11:16:23 2021,1F495,543709862
Sun Jan  3 11:16:23 2021,1F612,528170527
Sun Jan  3 11:16:23 2021,1F618,524276986
Sun Jan  3 11:26:23 2021,1F602,3123012859
Sun Jan  3 11:26:23 2021,2764,1561320345
Sun Jan  3 11:26:23 2021,1F62D,1112770864
Sun Jan  3 11:26:23 2021,1F60D,1108930868
Sun Jan  3 11:26:23 2021,267B,968631430
Sun Jan  3 11:26:23 2021,2665,802525714
Sun Jan  3 11:26:23 2021,1F60A,706878052
Sun Jan  3 11:26:23 2021,1F495,543710445
Sun Jan  3 11:26:23 2021,1F612,528170970
Sun Jan  3 11:26:23 2021,1F618,524277896
Sun Jan  3 11:36:23 2021,1F602,3123019769
Sun Jan  3 11:36:23 2021,2764,1561324161
Sun Jan  3 11:36:23 2021,1F62D,1112776357
Sun Jan  3 11:36:23 2021,1F60D,1108932744
Sun Jan  3 11:36:23 2021,267B,968631477
Sun Jan  3 11:36:23 2021,2665,802526455
Sun Jan  3 11:36:23 2021,1F60A,706879494
Sun Jan  3 11:36:23 2021,1F495,543711049
Sun Jan  3 11:36:23 2021,1F612,528171426
Sun Jan  3 11:36:23 2021,1F618,524278856
Sun Jan  3 13:00:11 2021,1F602,3123026220
Sun Jan  3 13:00:11 2021,2764,1561327616
Sun Jan  3 13:00:11 2021,1F62D,1112781340
Sun Jan  3 13:00:11 2021,1F60D,1108934460
Sun Jan  3 13:00:11 2021,267B,968631532
Sun Jan  3 13:00:11 2021,2665,802527146
Sun Jan  3 13:00:11 2021,1F60A,706880786
Sun Jan  3 13:00:11 2021,1F495,543711603
Sun Jan  3 13:00:11 2021,1F612,528171848
Sun Jan  3 13:00:11 2021,1F618,524279723
Sun Jan  3 13:34:34 2021,1F602,3123033551
Sun Jan  3 13:34:34 2021,2764,1561331893
Sun Jan  3 13:34:34 2021,1F62D,1112787877
Sun Jan  3 13:34:34 2021,1F60D,1108936567
Sun Jan  3 13:34:34 2021,267B,968631586
Sun Jan  3 13:34:34 2021,2665,802528024
Sun Jan  3 13:34:34 2021,1F60A,706882257
Sun Jan  3 13:34:34 2021,1F495,543712263
Sun Jan  3 13:34:34 2021,1F612,528172316
Sun Jan  3 13:34:34 2021,1F618,524280679
Sun Jan  3 13:44:34 2021,1F602,3123041800
Sun Jan  3 13:44:34 2021,2764,1561336606
Sun Jan  3 13:44:34 2021,1F62D,1112795462
Sun Jan  3 13:44:34 2021,1F60D,1108938915
Sun Jan  3 13:44:34 2021,267B,968631642
Sun Jan  3 13:44:34 2021,2665,802529036
Sun Jan  3 13:44:34 2021,1F60A,706883849
Sun Jan  3 13:44:34 2021,1F495,543713047
Sun Jan  3 13:44:34 2021,1F612,528172858
Sun Jan  3 13:44:34 2021,1F618,524281732
Sun Jan  3 13:54:35 2021,1F602,3123050244
Sun Jan  3 13:54:35 2021,2764,1561341561
Sun Jan  3 13:54:35 2021,1F62D,1112803349
Sun Jan  3 13:54:35 2021,1F60D,1108941358
Sun Jan  3 13:54:35 2021,267B,968631687
Sun Jan  3 13:54:35 2021,2665,802529991
Sun Jan  3 13:54:35 2021,1F60A,706885545
Sun Jan  3 13:54:35 2021,1F495,543713818
Sun Jan  3 13:54:35 2021,1F612,528173380
Sun Jan  3 13:54:35 2021,1F618,524282711
Sun Jan  3 14:04:36 2021,1F602,3123058817
Sun Jan  3 14:04:36 2021,2764,1561346543
Sun Jan  3 14:04:36 2021,1F62D,1112811329
Sun Jan  3 14:04:36 2021,1F60D,1108943838
Sun Jan  3 14:04:36 2021,267B,968631750
Sun Jan  3 14:04:36 2021,2665,802531080
Sun Jan  3 14:04:36 2021,1F60A,706887278
Sun Jan  3 14:04:36 2021,1F495,543714608
Sun Jan  3 14:04:36 2021,1F612,528173878
Sun Jan  3 14:04:36 2021,1F618,524283720
Sun Jan  3 14:14:36 2021,1F602,3123067606
Sun Jan  3 14:14:36 2021,2764,1561351381
Sun Jan  3 14:14:36 2021,1F62D,1112819231
Sun Jan  3 14:14:36 2021,1F60D,1108946360
Sun Jan  3 14:14:36 2021,267B,968631792
Sun Jan  3 14:14:36 2021,2665,802532029
Sun Jan  3 14:14:36 2021,1F60A,706888969
Sun Jan  3 14:14:36 2021,1F495,543715466
Sun Jan  3 14:14:36 2021,1F612,528174404
Sun Jan  3 14:14:36 2021,1F618,524284761
Sun Jan  3 14:24:36 2021,1F602,3123076410
Sun Jan  3 14:24:36 2021,2764,1561356405
Sun Jan  3 14:24:36 2021,1F62D,1112826945
Sun Jan  3 14:24:36 2021,1F60D,1108948930
Sun Jan  3 14:24:36 2021,267B,968631856
Sun Jan  3 14:24:36 2021,2665,802533127
Sun Jan  3 14:24:36 2021,1F60A,706890570
Sun Jan  3 14:24:36 2021,1F495,543716366
Sun Jan  3 14:24:36 2021,1F612,528174979
Sun Jan  3 14:24:36 2021,1F618,524285896
Sun Jan  3 14:34:37 2021,1F602,3123085398
Sun Jan  3 14:34:37 2021,2764,1561361591
Sun Jan  3 14:34:37 2021,1F62D,1112834582
Sun Jan  3 14:34:37 2021,1F60D,1108951525
Sun Jan  3 14:34:37 2021,267B,968631906
Sun Jan  3 14:34:37 2021,2665,802534297
Sun Jan  3 14:34:37 2021,1F60A,706892318
Sun Jan  3 14:34:37 2021,1F495,543717204
Sun Jan  3 14:34:37 2021,1F612,528175538
Sun Jan  3 14:34:37 2021,1F618,524286978
